account number,ward,license number,legal name,address,zip code
381323,22,2262202,JOSE CAMPILLO,3443 W 26TH ST 1ST,60623
416958,42,2534918,Mojo Chi-Town LLC - Mojo Sth Wacker Series,200 S WACKER DR GROUND FLOOR,60606
474800,42,2785984,"GRG/TFG Wacker, LLC","120 N WACKER DR LL,1ST & 2ND",60606
381352,30,2262266,"AMEER FOOD MARKET, INC.",5424 W FULLERTON AVE 1ST,60639
378323,44,2229420,DIMO'S PIZZA LLC,3463 N CLARK ST,60657
394848,7,2766899,MAJANI FOOD EMPORIUM INC,7261 S EXCHANGE AVE 1ST,60649
459527,3,2670953,LUXE B STUDIO INC.,358 E 47TH ST 1,60653
417136,44,2818362,COCONUT YOGA LLC,1408 W BELMONT AVE GROUND FLOOR,60657
457177,30,2817813,AG BELLS II LLC,5312 W BELMONT AVE,60641
362077,28,2094313,SUN SUB INC.,321 N LARAMIE AVE 1ST,60644
417737,16,2536634,"ENGLEWOOD BRANDED, INC.",1546 W 63RD ST 1ST,60636
414355,11,2517091,ZHONG HUA KUNG FU INC.,539 W 31ST ST 1,60616
456168,27,2646811,"CITY HALL, LLC",838 W KINZIE ST 1,60642
409669,18,2663806,"THE HONEY BAKED HAM COMPANY, LLC",8105 S CICERO AVE,60652
29154,12,20947,EAGLE BAR INC.,3719 S KEDZIE AVE  1,60632
16263,14,43111,"CHICAGO SPORTS BAR & GRILL, INC.",4335 W 47TH ST,60632
16263,14,43110,"CHICAGO SPORTS BAR & GRILL, INC.",4335 W 47TH ST,60632
474427,42,2781460,"BEAT KITCHEN CANTINA, LLC",600 E GRAND AVE 1 SA-10,60611
16263,14,43112,"CHICAGO SPORTS BAR & GRILL, INC.",4335 W 47TH ST,60632
214173,23,1299679,AMIGOS MEAT & POULTRY,5251 S MILLARD AVE,60632
459710,2,2671393,"JORDAN NAILS, INC.",2010 W CHICAGO AVE 1,60622
459708,23,2671390,"SKY NAILS SALON, INC.",5306 S PULASKI RD 1,60632
399091,50,2405725,SUNSHINE TRADERS INC.,2304 W DEVON AVE 1ST,60659
416460,42,2528905,"CANADA GOOSE US, INC.",800 N MICHIGAN AVE,60611
2781,18,2213657,"ART'S AUTO REBUILDERS, INC.",7400 S WESTERN AVE,60636
475672,37,2791737,"MIGHTY EMPIRE NETWORK, LLC",5251 W NORTH AVE,60639
456179,42,2646831,VENUE SIX10 SERVICES LLC,610-616 S MICHIGAN AVE 1-10,60605
456179,42,2646833,VENUE SIX10 SERVICES LLC,610-616 S MICHIGAN AVE 1-10,60605
456179,42,2646830,VENUE SIX10 SERVICES LLC,610-616 S MICHIGAN AVE 1-10,60605
457177,29,2818441,AG BELLS II LLC,6622 W FULLERTON AVE,60707
398591,42,2677709,"DSCOUT, INC.",222 N LA SALLE ST 6TH 650,60601
456356,42,2647149,PUPS PET CLUB LLC - SERIES 468 N NEW,468 N NEW ST 1ST,60611
458613,38,2791470,LOBSTERBOYS CHICAGO LLC,6620 W DAKIN ST 1ST,60634
361145,48,2088985,JIN'S THAI EATERY LLC,5458 N BROADWAY AVE 1 1,60640
416856,44,2529920,SEW SPECIAL DESIGNS INC.,2921 N BROADWAY,60657
473242,32,2803308,"FOOD VENTURES NORTH AMERICA, INC",2340 W BELMONT AVE,60618
417289,23,2823400,JOHANA MUNOZ MENDEZ,5239 S ARCHER AVE  UNIT A,60632
417132,12,2560858,TIO LUIS TACOS AND CAFE INC.,3856 S ARCHER AVE 1,60632
457177,38,2822859,AG BELLS II LLC,3509 N HARLEM AVE,60634
417132,12,2535333,TIO LUIS TACOS AND CAFE INC.,3856 S ARCHER AVE 1,60632
457177,23,2823097,AG BELLS II LLC,5350 S PULASKI RD,60632
45255,14,2289754,ILLINOIS SLEEP PRODUCTS INC,3535 W 47TH ST 1 1,60632
459283,27,2670480,AODAKE 2 LLC,810 W JACKSON BLVD,60607
457154,27,2653246,THE NOOK DAYCARE UNITED LLC,2000-2006 W WARREN BLVD 1,60612
14522,18,2213716,SOUTH CHICAGO DODGE,7340 S WESTERN AVE,60636
398770,29,2404777,DELIPAN INC.,2651 N HARLEM AVE 1ST 2651,60707
416173,13,2528519,DIANA C HERREJON QUINTANA,4313 W PAULING RD,60449
399504,29,2411731,Sanchez L Larry,5847 W MADISON ST STORE,60644
417876,19,2590170,LIVE AND BELIEVE WELLNESS LLC,2025 W 95TH ST,60643
475595,36,2791590,ALINA TOMPERT,2027 N LAPORTE AVE  UNIT 1,60639
460620,24,2678087,Koko Autos Inc,4042 W 16TH ST,60623
362951,42,2099614,SEHO INC.,180 N JEFFERSON ST 1ST B,60661
418521,42,2803839,TEXTURE HEALTH LLC,180 N STETSON AVE  600-1,60601
55540,48,2780695,NANCY TANG,1054 W ARGYLE ST,60640
294900,40,2141260,"PIE CAFE, LLC",5357 N ASHLAND AVE FIRST FLOOR,60640
459892,20,2781369,SUGAR BABY'S CAFE INCORPORATED,742 W GARFIELD BLVD,60609
359767,2,2516675,LA COLOMBE TORREFACTION INC.,4 E ELM ST 1ST,60611
352700,47,2678215,"ZISES COMMUNICATIONS, INC.",4880 N CLARK ST 1 C4878,60640
38489,47,52835,"D & J METAL CRAFT COMPANY, INC.",4451 N RAVENSWOOD AVE 1ST,60640
252564,48,2043115,QIDEAS INC,1134 W ARGYLE ST 1ST,60640
25565,6,2204514,MICHAEL DAVENPORT,6724 S MICHIGAN AVE,60637
418061,1,2542167,RICHARD BIASI,2545 W NORTH AVE 1ST,60647
399582,11,2411931,"UNION PETROLEUM, INC.",659 W 31ST ST 1,60616
456144,1,2646765,"THE WHALE CHICAGO, LLC",2427-2431 N MILWAUKEE AVE 1,60647
357968,46,2065452,CARAVAN RESTAURANT LLC,4810 N BROADWAY  1,60640
460215,11,2677416,NEW CHICAGO CENTURY FURNITURE CORPORATION,3034-36 S WENTWORTH AVE,60616
399582,11,2411930,"UNION PETROLEUM, INC.",659 W 31ST ST 1,60616
245071,49,2678268,JENNETTE SPENCER,1428 W JONQUIL TER 3 3W,60626
271827,48,1473214,NT 7777 CORPORATION,1063-1065 W ARGYLE ST  1ST,60640
86995,46,2214560,BROADWAY AUTO REPAIR INC,4900 N BROADWAY  1ST,60640
357968,46,2088536,CARAVAN RESTAURANT LLC,4810 N BROADWAY  1,60640
220428,47,1194533,NEW MJ CORPORATION,4528 N CLARK ST 1ST,60640
24854,46,2391812,PHARMCHEMETIC INC,1001 W LAWRENCE AVE 1ST FLOOR,60640
299325,47,1675176,"SINE QUA NON III, LTD",5057 N CLARK ST  NORTH,60640
460372,42,2677714,Atamos LLC,167 N DESPLAINES ST,60661
454874,4,2637111,TOTTO'S MARKET LLC,751 S DEARBORN ST  1,60605
455463,42,2641828,"Baci Amore, Inc.",321 S JEFFERSON ST GROUND FLOOR,60661
460047,22,2677014,"OGDEN PULASKI DONUTS, INC.",3955 W OGDEN AVE,60623
242747,40,2205930,"WINDOW TREATMENTS, INC.",5722 N CAMPBELL AVE 2ND,60659
88659,26,56260,DE LA ROSA DISTRIBUTORS INC,4108 W NORTH AVE 1ST,60639
363031,45,2278912,Davis Audio & Video LLC,5015 W LAWRENCE AVE FIRST 101,60630
11061,20,26593,"E R & J FOOD & LIQUOR, INC",654-658 E 67TH ST,60637
330007,47,1899332,JENNIFER FARRELL,4636 N RAVENSWOOD AVE 1ST 103,60640
381959,29,2263880,Jili LLC,5973 W MADISON ST FIRST 1,60644
415606,44,2534898,"Folkart Frybread, LLC",1101 W WAVELAND AVE  10,60613
460115,47,2677229,BRKEnterprises  llc,1800 W CORNELIA AVE 1 101,60657
15509,47,37911,G N P H # TWO INC,1765 W LAWRENCE AVE,60640
11599,40,2152670,"HOPLEAF, INC.","5146-5148 N CLARK ST 1,2",60640
418208,21,2542387,"NAILS TODAY 1, LTD.",1546 W 95TH ST 1ST,60643
279668,34,2206553,JOAN HILL,1081 W 108TH ST,60643
11599,40,2152669,"HOPLEAF, INC.","5146-5148 N CLARK ST 1,2",60640
85532,48,10540,VIET HOA PLAZA INC,1051 W ARGYLE ST  1,60640
337524,40,2308436,"SIRRON PILATES, LLC",5434 N CLARK ST,60640
299720,47,2214902,"VFC MOTORWERKS, INC.",4657-59 N RAVENSWOOD AVE,60640
460219,32,2709517,FOUR STAR FAMILY CYCLERY LLC,3101 W DIVERSEY AVE,60647
460565,42,2677991,THREE LAUNDRY LLC,111 E CHESTNUT ST 10TH A,60611
363707,28,2103845,Grace Park,3973 W MADISON ST UNIT B,60624
363052,3,2146555,WIG TOWN INC.,126-130 E 47TH ST 1ST,60653
9534,48,23634,CLARK-FOSTER LIQUORS INC,5201 N CLARK ST,60640
456144,1,2646764,"THE WHALE CHICAGO, LLC",2427-2431 N MILWAUKEE AVE 1,60647
26818,19,11683,ASELO HERNANDEZ,10520 S WESTERN AVE  1ST,60643
379551,4,2245298,SOFI LLC,614-618 S DEARBORN ST 1,60605
399595,42,2664606,"CANNON COCHRAN MANAGEMENT SERVICES, INC.",550 W VAN BUREN ST  1200,60607
379551,4,2245297,SOFI LLC,614-618 S DEARBORN ST 1,60605
26828,19,11710,SALLY ANN CORSET SHOP INC,10501 S WESTERN AVE  1,60643
363722,28,2709476,"ELEMENT BARS, INC.",1140 S WASHTENAW AVE,60612
399658,25,2412072,606 RECORDS LLC,1808 S ALLPORT ST 1 C1,60608
454874,4,2637113,TOTTO'S MARKET LLC,751 S DEARBORN ST  1,60605
390896,27,2334247,"TEAM ONE CHICAGO, INC.",342 S CALIFORNIA AVE 1ST,60612
353805,19,2529883,GUINEIVERE DENISE HAMPTON - THOMAS,2059 W 95TH ST 1ST,60643
299451,47,2206982,"MY PRIVATE CHEF, INC.",1229 W FOSTER AVE,60640
363370,25,2391547,(PLUS)KAM LLC,1653 S BLUE ISLAND AVE,60608
11061,20,26591,"E R & J FOOD & LIQUOR, INC",654-658 E 67TH ST,60637
382117,47,2269335,SALON ELAN VITAL LLC,4737 N DAMEN AVE 1ST,60625
31974,48,1741024,"THE APARTMENT SEEKERS, INCORPORATED",5503 N BROADWAY  1,60640
339328,20,2699552,"TECHMARK MULTI-SERVICES, INC.",6457 S COTTAGE_GROVE AVE FIRST FLOOR,60637
57784,47,1998461,ANDREW ROGERS,4437 N RAVENSWOOD AVE 2ND,60640
348298,47,2003007,"AKB Chicago, Inc.",5038 N CLARK ST 2ND,60640
85532,48,10543,VIET HOA PLAZA INC,5845 N BROADWAY   1ST,60660
275212,48,1597069,LUCKY QUACH,1017 W ARGYLE ST,60640
460212,20,2677414,GENERATION I. LLC,818 E 63RD ST 1ST 818,60637
382344,25,2622431,TRUTH & DOCUMENTARY LLC,329 W 18TH ST  607,60616
305739,46,1718472,WILSON YARD'S INC.,1354 W WILSON AVE,60640
417858,25,2541767,"HOLICARE, LLC",2131 S ARCHER AVE,60616
3705,19,10049,"BEVERLY RECORD AND COSTUME, INCORPORATED",11612 S WESTERN AVE,60643
364051,35,2209754,Campout Kings LLC,3745 N DRAKE AVE 1ST,60618
11599,40,1739494,"HOPLEAF, INC.","5146-5148 N CLARK ST 1,2",60640
307650,19,2216445,"DELANEY HEALD, INC.",10555 S WESTERN AVE,60643
415606,44,2523257,"Folkart Frybread, LLC",1101 W WAVELAND AVE  10,60613
363238,4,2209706,"ACM PRODUCTIONS, INC.",1128 S PLYMOUTH CT 1ST,60605
30148,48,2684528,"MENA TOURS & TRAVEL, INC.",5209 N CLARK ST 2ND 2,60640
24297,50,2536599,TREE HOUSE HUMANE SOCIETY,7225 N WESTERN AVE,60645
460513,42,2677912,Peter Millar LLC,875 N RUSH ST,60611
382236,37,2269783,AZABACHE BOOTS LLC,"4545 W DIVISION ST 1ST G4,5,6,7",60651
351003,47,2021229,NICE TRADING CORP.,4540 - 4542 N CLARK ST 1,60640
370813,32,2270343,ATG CREDIT,1700 W CORTLAND ST 2 205,60622
25977,34,1717975,"26TH & PULASKI CURRENCY EXCHANGE, INC.",801 W 103RD ST,60643
417328,1,2535805,"WPC PROPERTIES, LLC",1279 N MILWAUKEE AVE,60622
16314,46,51011,"KARAVITES RESTAURANT 5895, INC.",1004 W WILSON AVE # 1ST,60640
417213,4,2535471,JET STAR FOOD MART INC.,4858 S COTTAGE GROVE AVE 1ST,60615
24301,48,2184581,"UPTOWN ANIMAL HOSPITAL, INC.",5545 N CLARK ST 1,60640
331671,5,1913978,"OPEN PRODUCE, LLC",1635 E 55TH ST,60615
381655,42,2263057,"OCTOBER THREE MANAGEMENT SERVICES, INC.",233 S WACKER DR  8350,60606
345186,42,2641950,"IRON GALAXY STUDIOS, LLC",125 S CLARK ST 10 1050,60603
363145,45,2102838,"Irving Elston Currency Exchange, Inc.",3619 W IRVING PARK RD 1ST,60618
351904,19,2026899,hearty cafe inc,9623 S WESTERN AVE 1ST,60643
417875,42,2541796,"PEERLESS DEVELOPMENT, LLC",501 N CLINTON ST  3402,60654
217338,20,1167339,G W MURPHY INC,6830 S COTTAGE GROVE AVE,60637
362957,2,2137864,RESOURCE POINT OF SALE LLC,1765 N ELSTON AVE 1ST & 2ND,60622
377221,44,2698731,REFLEXION SPA LLC,3416 N SHEFFIELD AVE 1ST,60657
348301,42,2636808,"12 INTERACTIVE, LLC",320 W OHIO ST 1 1W,60654
3019,19,3755,SOUTHTOWN HEALTH FOODS,2100 W 95TH ST,60643
382434,27,2270085,"LARRABEE CLEANERS, INC.",871 N LARRABEE ST 1ST,60610
399845,11,2412591,Anna Chen and Nancy Shen,2735 S HILLOCK AVE NA,60608
376852,2,2245742,EURO COLLISION OF LINCOLN PARK INC.,1630 N KINGSBURY ST 1ST,60614
382236,37,2269601,AZABACHE BOOTS LLC,4439 W GRAND AVE,60639
383202,25,2271299,PARIBUS LLC,940 W ADAMS ST 1ST 100,60607
21561,20,71149,APOSTOLIC CHURCH OF GOD,6320 S DORCHESTER AVE  DININ,60637
19372,19,2215470,MARYLEE SINOPOLI,10628 S WESTERN AVE 1ST,60643
45524,47,71612,LOWITZ & COMPANY,4401 N RAVENSWOOD AVE  206,60640
460251,11,2677495,"Fata Morgana Press, LLC",1048 W 37TH ST  204,60609
245317,46,2447003,JAPANESE AMERICAN SERVICE COMMITTEE OF CHICAGO,4427 N CLARK ST,60640
331671,5,2334810,"OPEN PRODUCE, LLC",1635 E 55TH ST,60615
203596,40,1045439,IMAGINARY LANDSCAPE .L.C.,5121 N RAVENSWOOD AVE,60640
364106,42,2184946,"Ancora Associates, Inc.",5 S WABASH AVE 21ST 2110,60603
418330,14,2542534,"CHICAGOLAND TRUCK PARTS, LLC",4657 W 47TH ST 1ST,60632
418019,43,2542080,"KARAVITES RESTAURANT 912, LLC",2635 N CLARK ST 1,60614
291328,48,2412670,"NOBLE PRODUCTIONS, L.L.C.",857 W MARGATE TER 3RD 3,60640
65646,47,84633,ANDERSONVILLE HARDWARE LLC,5036 N CLARK ST 1ST,60640
363380,3,2209721,meeting incentive experts inc,61 W 15TH ST 6 603,60605
36502,47,2214166,MEDINA AUTO REPAIR INC.,4874-4876 N CLARK ST,60640
307303,47,2304261,"GEM CASTLE, INC.",4510 N CLARK ST 1ST FL C,60640
291702,47,2206813,ARTICULATED MAN INC,1508 W SUNNYSIDE AVE,60640
394953,42,2411410,MANPOWER US INC.,525 W MONROE ST  1500,60661
381996,1,2263935,"ELSTON INVESTMENTS, LLC",2579 N ELSTON AVE 1ST,60647
415751,32,2757742,RAVINIA BREWING COMPANY CHICAGO LLC,2601 W DIVERSEY AVE 1,60647
249703,47,2216760,THE BLACK ENSEMBLE THEATER CORPORATION,4440-4456 N CLARK ST,60640
363742,42,2684424,AMERICAN TRADE MAGAZINES LLC,650 W LAKE ST 3 320,60661
4620,47,2216729,"CRAFTY BEAVER HOME CENTER NO. 1,  INC",1522 W LAWRENCE AVE  1,60640
346658,46,1991185,"THE HAIR FORCE, INC.",4415 N SHERIDAN RD 1,60640
417416,42,2535966,LAKESHORE CAFE LLC,400 E SOUTH WATER ST 1 3,60601
24286,19,2213777,"DEVENIR ENTERPRISES, INC",10157 S WESTERN AVE  1ST,60643
414784,4,2542216,"2 BROTHERS, INC.",47 W POLK ST  100,60605
414784,27,2542218,"2 BROTHERS, INC.",1235 N CLYBOURN AVE 1 A,60610
25081,40,1997780,"TENDER CARE SYSTEMS, INC",2020 W PETERSON AVE 1,60659
417870,47,2541788,YOUNGSOON CHUNG,1957 W ADDISON ST,60613
417416,42,2536021,LAKESHORE CAFE LLC,400 E SOUTH WATER ST 1 3,60601
414784,43,2542215,"2 BROTHERS, INC.",2506 N CLARK ST 1,60614
347569,4,2551828,"W4Sight, LLC",53 W JACKSON BLVD 7TH 726,60604
1975,47,71716,SKOL MANUFACTURING CO,4444 N RAVENSWOOD AVE 1ST,60640
383227,44,2283229,STEVEN FREDERICK SHUNDICH,1122 W NEWPORT AVE 3 3C,60657
50051,48,2205089,"THE SELFHELP HOME, INC.",908 W ARGYLE ST  1,60640
4620,47,2216730,"CRAFTY BEAVER HOME CENTER NO. 1,  INC",1517 W LAWRENCE AVE  1ST,60640
43576,46,66265,WILSON BROADWAY CURRENCY EXCH.,4559 N BROADWAY  1ST,60640
382583,42,2270336,"Sweet Futures 1, LLC",141 W JACKSON BLVD 33 3306,60604
32016,47,31959,PROTECTIVE PARKING SERVICE CORPORATION,4882 N CLARK ST,60640
32016,36,31958,PROTECTIVE PARKING SERVICE CORPORATION,4601 W ARMITAGE AVE  1ST,60639
414784,42,2563460,"2 BROTHERS, INC.",40 E CHICAGO AVE 1,60611
380981,33,2256538,Active Dog Daycare and Boarding,2550 W DIVERSEY AVE 1,60647
281519,47,2313492,CLARK FASHION DEPOT INC.,4510 N CLARK ST 1ST FL C,60640
460615,2,2678079,"Fast Eddie Bike Fit Studio, LLC",1747 N ELSTON AVE,60642
363198,31,2102967,"DIVERSEY BOOST, INC.",4646 W DIVERSEY AVE 1ST,60639
249703,47,2113380,THE BLACK ENSEMBLE THEATER CORPORATION,4440-4456 N CLARK ST,60640
459109,42,2670210,GRAY MATTER ANALYTICS INC.,180 N WABASH AVE 6 602,60601
399870,42,2791353,"Z.A.S. CONSULTING, INC.",605 N MICHIGAN AVE 4TH 400,60611
399038,15,2405623,"SHASTRIJI ASSOCIATES, INC.",2340 W 52ND ST 1ST,60609
319344,46,1823854,ABENA J. ADDAE,4554 N BROADWAY  2 230,60640
413424,42,2511299,"BRG CATERING, LLC",531 N WELLS ST 1,60654
346540,4,2574408,"Pulseworks, LLC",1400 S LAKE SHORE DR,60605
282669,48,1740884,OFFICE OF CPA & ASSOCIATES LTD,1023 1/2 W ARGYLE ST,60640
14990,19,35117,G D T WESTERN INC,10509 S WESTERN AVE,60643
288059,3,2427938,"DIRECTMED HEALTH SERVICES, LLC",2600 S MICHIGAN AVE 4TH 410,60616
88874,48,1617640,TAI NAM CORPORATION,4917 N BROADWAY,60640
6786,40,15910,"KONAK, INC.",5150 N CLARK ST 1ST,60640
258730,19,2217109,WENDELLA L. DONEGAN,9610 S DAMEN AVE 1ST,60643
399037,16,2405622,SHREEJI ASSOCIATES INC.,6100 S WESTERN AVE 1ST,60636
88874,48,34509,TAI NAM CORPORATION,4925 N BROADWAY,60640
46484,19,2204998,GUADALUPE BARRERA,11217 S WESTERN AVE,60643
88874,48,34508,TAI NAM CORPORATION,4925 N BROADWAY,60640
363128,25,2536709,"HAMILL PARTNERS, INC.",600 W CERMAK RD  1B,60616
3007,48,2204185,ZIKAINAN NURSING HOME INC,5448 N BROADWAY  1ST,60640
363132,18,2102792,Selfish Corporation,7601 S CICERO AVE 1ST  1272,60652
418848,42,2543311,THOMAS  HOGLUND,155 N HARBOR DR,60601
319957,42,2543095,HAN JOO SUH,100 E WALTON ST  LOWER LEVE,60611
211229,46,1737820,"PLAY SOCCER, INC.",4717 N CLARK ST  SOUTH,60640
6786,40,15911,"KONAK, INC.",5150 N CLARK ST 1ST,60640
46805,19,75125,THE ULTIMATE HOME HEALTH CARE,11070 S WESTERN AVE 1ST,60643
64916,48,65668,BOCA INCORPORATION,5315 N CLARK ST 1ST,60640
201104,40,1000851,BROWNSTONE ANTIQUES,5234 N CLARK ST,60640
399039,11,2405626,"SHAUN ASSOCIATES, INC.",2477 S ARCHER AVE 1ST,60616
346540,5,1990963,"Pulseworks, LLC",5700 S LAKE SHORE DR 3,60637
327780,21,2207802,"BEVERLY MOTEL & SUITES, INC.",1140 W 95TH ST 1-2,60643
312658,44,2079021,"3505 CLARK, INC.",3501-3507 N CLARK ST 1 & 2,60657
312658,44,2079020,"3505 CLARK, INC.",3501-3507 N CLARK ST 1 & 2,60657
312658,44,2098450,"3505 CLARK, INC.",3501-3507 N CLARK ST 1 & 2,60657
383189,47,2271277,"Wigmore Construction, LLC",2431 W WARNER AVE 2ND FLOOR,60618
85959,48,27138,"COUSINS AND ASSOC., INC.",5203 N CLARK ST 1ST,60640
341596,40,1960083,"GEORGE'S ICE CREAM SWEETS, INC.",5306 N CLARK ST 1,60640
460590,42,2678042,STIOM LLC,311 S WACKER DR  2400,60606
204707,47,1475902,"SERUMIDO, LTD.",1769 W SUNNYSIDE AVE,60640
418794,15,2543246,CHIRON A. CURTIS,6659 S DAMEN AVE  A,60636
412874,47,2507004,DOLLOP DINER LLC,5060 N CLARK ST 1,60640
412874,47,2507005,DOLLOP DINER LLC,5060 N CLARK ST 1,60640
460256,42,2677501,Web Development Companies Inc,500 N MICHIGAN AVE 6TH 600,60611
30065,19,24537,111TH & WESTERN CURRENCY EXCHA,11230 S WESTERN AVE  1ST,60643
271517,48,1470983,CLAYTON A. CERNY,5415 N CLARK ST,60640
412874,47,2507003,DOLLOP DINER LLC,5060 N CLARK ST 1,60640
204707,47,1475903,"SERUMIDO, LTD.",1769 W SUNNYSIDE AVE,60640
312658,44,2289413,"3505 CLARK, INC.",3501-3507 N CLARK ST 1 & 2,60657
85959,48,27137,"COUSINS AND ASSOC., INC.",5203 N CLARK ST 1ST,60640
460252,41,2677498,Crystal Clear Content LLC,6349 N ORIOLE AVE,60631
338898,34,1942358,TONY'S STEAK GYROS & LEMONADE INC.,805 W 111TH ST 1ST,60643
27,46,32262,CAROL'S PUB LLC,4659 N CLARK ST 1ST,60640
27,46,32263,CAROL'S PUB LLC,4659 N CLARK ST 1ST,60640
459827,42,2671627,"HILTON GRAND VACATIONS CLUB, LLC",300 E OHIO ST 23RD - 26TH,60611
418529,41,2542876,RADIANT SPA AND SALON LLC,7210 W PRATT AVE GROUND FLOOR,60631
379920,42,2279581,PACIFIC LANGHAM CHICAGO CORPORATION,330 N WABASH AVE 1-12C,60611
379920,42,2246391,PACIFIC LANGHAM CHICAGO CORPORATION,330 N WABASH AVE 1-12C,60611
379920,42,2247057,PACIFIC LANGHAM CHICAGO CORPORATION,330 N WABASH AVE 1-12C,60611
33557,19,37997,SPRINGER BLUEPRINT SERVICE INC,10640 S WESTERN AVE 1ST,60643
379920,42,2246390,PACIFIC LANGHAM CHICAGO CORPORATION,330 N WABASH AVE 1-12C,60611
6928,48,16765,EDGEWATER PRODUCE,5509 N CLARK ST  1ST,60640
379920,42,2269649,PACIFIC LANGHAM CHICAGO CORPORATION,330 N WABASH AVE 1-12C,60611
27,46,32261,CAROL'S PUB LLC,4659 N CLARK ST 1ST,60640
379920,42,2246369,PACIFIC LANGHAM CHICAGO CORPORATION,330 N WABASH AVE 1-12C,60611
379920,42,2246371,PACIFIC LANGHAM CHICAGO CORPORATION,330 N WABASH AVE 1-12C,60611
11120,48,44962,"HAK SA, INC.",5355 N CLARK ST 1ST,60640
11120,48,44963,"HAK SA, INC.",5355 N CLARK ST 1ST,60640
460262,45,2677516,CHICAGO MUSIC AND ACTING ACADEMY LLC,4448 N MILWAUKEE AVE,60630
459234,42,2757315,"THE RealReal, INC.",940 N MICHIGAN AVE 1ST,60611
265041,19,2214761,LARRY'S AUTO REPAIR INC,2043 W 95TH ST,60643
382283,31,2269677,SITIA FOOD CORP.,4436 W FULLERTON AVE 1ST,60639
18477,40,57451,"MIDDLE EAST BAKERY & GROCERY, INC.",1512 W FOSTER AVE 1ST,60640
459234,42,2670418,"THE RealReal, INC.",980 N MICHIGAN AVE 8TH,60611
456114,5,2646657,ALGA LLC,1500 E 55TH ST 1,60615
459234,42,2757314,"THE RealReal, INC.",940 N MICHIGAN AVE 1ST,60611
456114,5,2646658,ALGA LLC,1500 E 55TH ST 1,60615
456114,5,2646656,ALGA LLC,1500 E 55TH ST 1,60615
460072,49,2677128,APOLONIO ENTERPRISES LLC,7047-7049 N CLARK ST,60626
459234,42,2757847,"THE RealReal, INC.",940 N MICHIGAN AVE 1ST,60611
363542,15,2125320,RAMIREZ ENTERPRISES INC.,4246 S ARCHER AVE 1ST,60632
118,48,1245300,"CALO LOUNGE, INC.",5341-5343 N CLARK ST 1,60640
17,19,149,"THOMAS J. FOX ENTERPRISES, INC.",9956 S WESTERN AVE,60643
363542,12,2103663,RAMIREZ ENTERPRISES INC.,3101 W 26TH ST 1ST 301,60623
17,19,150,"THOMAS J. FOX ENTERPRISES, INC.",9956 S WESTERN AVE,60643
118,48,1245301,"CALO LOUNGE, INC.",5341-5343 N CLARK ST 1,60640
363542,37,2103660,RAMIREZ ENTERPRISES INC.,4545 W DIVISION ST 1ST O1-6,60651
36396,47,2214161,STAR AUTO REPAIRS & BODY SHOP INC.,5000 N CLARK ST 1ST,60640
410203,32,2535330,"TCA - 2020 WEST, LLC",2444 N ELSTON AVE,60647
410203,32,2564687,"TCA - 2020 WEST, LLC",2445 N ELSTON AVE 1,60647
410203,32,2535331,"TCA - 2020 WEST, LLC",2444 N ELSTON AVE,60647
410203,32,2541986,"TCA - 2020 WEST, LLC",2444 N ELSTON AVE,60647
410203,32,2541995,"TCA - 2020 WEST, LLC",2444 N ELSTON AVE,60647
410203,32,2492315,"TCA - 2020 WEST, LLC",2444 N ELSTON AVE,60647
410203,32,2541994,"TCA - 2020 WEST, LLC",2444 N ELSTON AVE,60647
410203,32,2541997,"TCA - 2020 WEST, LLC",2444 N ELSTON AVE,60647
399512,42,2411749,SOMES-NICK & COMPANY,120 W MADISON ST 11 1106,60602
396709,4,2385615,"TOPAZ FOODS, LLC",22 E ROOSEVELT RD,60605
33434,8,2411939,OSWALD C O'CONNOR,1500 E 75TH ST 1ST,60619
410203,32,2535328,"TCA - 2020 WEST, LLC",2444 N ELSTON AVE,60647
362994,19,2215328,"A's automotive,inc.",10319 S KEDZIE AVE 1ST,60655
410203,32,2541996,"TCA - 2020 WEST, LLC",2444 N ELSTON AVE,60647
29182,48,21057,HIEP LOI GIFT & FURNITURE INCC,1125 W ARGYLE ST,60640
410203,32,2541993,"TCA - 2020 WEST, LLC",2444 N ELSTON AVE,60647
325253,19,1879790,A CHOICE FOR LIFE INC.,10650 S WESTERN AVE 1ST,60643
27349,48,2600458,SWEDISH AMERICAN MUSEUM ASSOCIATION OF CHICAGO,5217 N CLARK ST 1,60640
27349,48,2476511,SWEDISH AMERICAN MUSEUM ASSOCIATION OF CHICAGO,5211 N CLARK ST 1ST,60640
335345,40,2511544,"DAWSON RELOCATION SERVICES, INC.",5919 N PAULINA ST  1E,60660
302350,19,1682263,TUNG LE,10937 S WESTERN AVE,60643
347423,9,2749657,"REASSEMBLE EDUCATION & TRAINING, INC.",8721 S STATE ST,60619
27349,48,2758048,SWEDISH AMERICAN MUSEUM ASSOCIATION OF CHICAGO,5211 N CLARK ST 1ST,60640
459607,35,2671137,JUAN NAVARRETE,3824 W MONTROSE AVE 1,60618
362133,42,2094402,"AARNA STORES, INCORPORATED",627 W JACKSON BLVD 1ST,60661
28896,19,19864,ROOSEVELT HOLLOMAN,1443 W 103RD ST 1ST,60643
344792,39,2704428,SEBASTIAN BLAISE SPARENGA,4702 N KEWANEE AVE,60630
362782,44,2099265,"Chicago Bagel Authority- Belmont, Inc.",955-957 W BELMONT AVE 1,60657
